cleaned_text,created_at,follower_count,profile_image,retweets,sentiment,text,tweet_id,user_name,user_url,Metro
"_sonia ""La grandeza de un país y su progreso moral pueden ser juzgados por la manera en que se trata a s…",2019-02-05 23:09:03,425,https://pbs.twimg.com/profile_images/906047235053543425/XrEyu4fZ_normal.jpg,10.0,neutral,"@1pantonio: @Veliscv @aranguren_sonia ""La grandeza de un país y su progreso moral, pueden ser juzgados por la manera en que se trata a s…",1.0929230841206948e+18,Ángus,https://twitter.com/qa_angus,Hyderabad
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 23:07:45,27,https://pbs.twimg.com/profile_images/1091996915158249477/oBx4sRr0_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0929227570235597e+18,Savi Singhal,https://twitter.com/singhal_savi,Mumbai
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key h…,2019-02-05 23:05:53,324,https://pbs.twimg.com/profile_images/727940478088384513/GTm15eTC_normal.jpg,602.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key  h…,1.0929222866912379e+18,Manav (Abhay Shah),https://twitter.com/atsmobus,Bengaluru
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 23:04:33,94,https://pbs.twimg.com/profile_images/1001790305010532352/0mOIUvfQ_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0929219529545482e+18,Circuiteswar,https://twitter.com/circuiteswar,Mumbai
yanka should drop Vadra from her surname and retain only Gandhi Hindus will never accept a Christian in the top,2019-02-05 23:04:09,69,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0.0,positive,yanka should drop Vadra from her surname and retain only Gandhi. Hindus will never accept a Christian in the top… https://t.co/Mnw7nEc8i8,1.0929218531093012e+18,s balakrishnan,https://twitter.com/zindashahid,Hyderabad
So When U Both Going To Meet Rajiv Gandhi Along With Sonia Kejriwal Akhilesh Mayavati Etc,2019-02-05 23:02:33,415,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0.0,neutral," So When U Both Going To Meet Rajiv Gandhi ? Along With Sonia, Kejriwal, Akhilesh, Mayavati Etc. https://t.co/zn7ZpJtV1b",1.0929214472726405e+18,shah,https://twitter.com/jppsmd,Kolkata
"See the hypocrisy of Sonia Gandhi In 2007 she called Modiji ""MautKaSaudagar for 2002 Gujarat riot.Modiji exposed…",2019-02-05 23:02:29,2230,https://pbs.twimg.com/profile_images/1066283309032853504/Y4Ywm7xA_normal.jpg,5.0,neutral,"@sanchat48: @banerji1 See the hypocrisy of Sonia Gandhi. In 2007 she called Modiji ""MautKaSaudagar"" for 2002 Gujarat riot.Modiji exposed…",1.0929214316277228e+18,rd,https://twitter.com/rdscbe,Mumbai
This Video of Sonia Gandhi has a different fan base all together,2019-02-05 22:58:54,204,https://pbs.twimg.com/profile_images/1010109281721552896/PAqw7NDK_normal.jpg,120.0,negative,@LaliGanguli: This Video of Sonia Gandhi has a different fan base all together ! https://t.co/M9xBCMuhMp,1.092920528518742e+18,Mystic Monk,https://twitter.com/spacegrey22,Delhi
essage to Sonia Gandhi: When life gives you Rahul make him Dravid NOT Gandhi #जन_हित_में_जारी #RahulGandhi,2019-02-05 22:58:44,124,https://pbs.twimg.com/profile_images/615584180668207104/1Qnahcve_normal.jpg,0.0,neutral,"essage to Sonia Gandhi:

When life gives you Rahul, make him Dravid NOT Gandhi

#जन_हित_में_जारी

#RahulGandhi… https://t.co/Qx0FmUjCDk",1.0929204892809093e+18,Birju Shah,https://twitter.com/imBirju,Bengaluru
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 22:52:46,186,https://pbs.twimg.com/profile_images/595257860658855936/vP4L3z83_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0929189869022454e+18,Asin,https://twitter.com/asin1411,Delhi
m_Guha Sonia Gandhi should have been awarded as per dogs like you. isn't it?,2019-02-05 22:47:05,52,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0.0,neutral,m_Guha Sonia Gandhi should have been awarded as per dogs like you.. isn't it?,1.0929175557468938e+18,Biswaroop Chatterjee,https://twitter.com/imn_indian,Delhi
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 22:39:57,353,https://pbs.twimg.com/profile_images/1009036564482215936/BE8DykYJ_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.092915761343955e+18,The Birdhouse,https://twitter.com/birdhouse_the,Delhi
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 22:39:09,125,https://pbs.twimg.com/profile_images/882179500506849281/jTqBgLJt_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0929155589101814e+18,S Barot,https://twitter.com/Mr_S_BB,Delhi
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 22:38:51,432,https://pbs.twimg.com/profile_images/883771872118059008/feEmcSXL_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0929154829638287e+18,.,https://twitter.com/KyaaMaslaHai,Kolkata
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 22:34:10,452,https://pbs.twimg.com/profile_images/981997119623057408/bvTlBlgX_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0929143048846336e+18,mrugesh🇮🇳🇬🇧,https://twitter.com/dynamicmrugesh,Kolkata
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 22:30:15,99,https://pbs.twimg.com/profile_images/996817023618301952/4oG-KDhj_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0929133197724877e+18,Dr Aditi MBBS MPH MBA,https://twitter.com/aditi3012,Hyderabad
_ap Once a trusted Durbari of Gandhi family Swamy called RSS as 'Mother of all black Widows' He turned against Sonia coz she…,2019-02-05 22:13:04,121,https://pbs.twimg.com/profile_images/868036919279669248/L7Vfwk68_normal.jpg,18.0,negative,"@vigilant_ap: Once a trusted Durbari of Gandhi family, Swamy called RSS as 'Mother of all black Widows'
He turned against Sonia coz she…",1.0929089957010227e+18,EToSalaHonaHiTha,https://twitter.com/Hrishweet,Kolkata
_peggg Rahul Gandhi is on Bail Sonia Gandhi is on Bail Robert Vadra is on Bail Vijay Mallya is coming back Christian Michel is…,2019-02-05 22:10:47,565,https://pbs.twimg.com/profile_images/922559761853247492/3SDquARD_normal.jpg,20.0,neutral,"@patiala_peggg: Rahul Gandhi is on Bail
Sonia Gandhi is on Bail 
Robert Vadra is on Bail
Vijay Mallya is coming back
Christian Michel is…",1.0929084215551795e+18,RajanPandit 🇮🇳,https://twitter.com/rajupaneri,Bengaluru
mesNow Wake up Indian voters These intellectual slaves never give up and admit their supremo is DUMB,2019-02-05 22:08:46,1175,https://pbs.twimg.com/profile_images/1029575175430389760/kIT4kZfD_normal.jpg,0.0,negative,mesNow @tehseenp Wake up Indian voters . These intellectual slaves never give up and admit their supremo is DUMB… https://t.co/S0eYPTNbMS,1.0929079145353585e+18,Nav,https://twitter.com/patelnavnit55,Bengaluru
This Video of Sonia Gandhi has a different fan base all together,2019-02-05 22:03:06,119,https://pbs.twimg.com/profile_images/1093078294369431552/ljarzSz6_normal.jpg,120.0,negative,@LaliGanguli: This Video of Sonia Gandhi has a different fan base all together ! https://t.co/M9xBCMuhMp,1.0929064855483843e+18,@salvi,https://twitter.com/SalviManav,Kolkata
This Video of Sonia Gandhi has a different fan base all together,2019-02-05 22:02:57,44,https://pbs.twimg.com/profile_images/1090456613092294657/ZJJEq-6n_normal.jpg,120.0,negative,@LaliGanguli: This Video of Sonia Gandhi has a different fan base all together ! https://t.co/M9xBCMuhMp,1.0929064484163707e+18,SPandya,https://twitter.com/snehaldpandya,Kolkata
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key h…,2019-02-05 21:51:27,57147,https://pbs.twimg.com/profile_images/1092918771600293888/MHEO3dkV_normal.jpg,602.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key  h…,1.0929035546653327e+18,Corruption Free India,https://twitter.com/sagenaradamuni,Bengaluru
hulGandhi when not believing the judgement with Supreme Court where you want to file the next petit,2019-02-05 21:50:18,3,https://pbs.twimg.com/profile_images/1069499598446764033/ZHK8xecJ_normal.jpg,0.0,neutral,hulGandhi @khushsundar when not believing the judgement with Supreme Court where you want to file the next petit… https://t.co/N1ob9HOuU9,1.0929032643481887e+18,Prudhviraj,https://twitter.com/Prudhvi2224,Mumbai
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 21:43:22,12,https://pbs.twimg.com/profile_images/1067802319788470278/ffAJHKYl_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0929015220341514e+18,G⭕️£U,https://twitter.com/gonecasegolu,Bengaluru
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key h…,2019-02-05 21:40:02,2000,https://pbs.twimg.com/profile_images/952421060200116224/ck5dnDrB_normal.jpg,602.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key  h…,1.0929006822716088e+18,Awakened Indian,https://twitter.com/ai_deepika,Mumbai
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 21:37:05,2000,https://pbs.twimg.com/profile_images/952421060200116224/ck5dnDrB_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928999401356534e+18,Awakened Indian,https://twitter.com/ai_deepika,Kolkata
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 21:31:46,100,https://pbs.twimg.com/profile_images/1060537705493196800/XDJmKl8Y_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0928986015235891e+18,Bharatiya Naari 🇮🇳,https://twitter.com/UmbarjeReshma,Mumbai
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 21:26:26,32,https://pbs.twimg.com/profile_images/1001340193167716352/Y00wuvxr_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0928972582390825e+18,sleepy panda,https://twitter.com/incognito_tweep,Mumbai
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 21:25:57,961,https://pbs.twimg.com/profile_images/1079512728547381248/QkCWHf27_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0928971393975214e+18,Deraj Choudhary,https://twitter.com/deraj_choudhary,Bengaluru
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key h…,2019-02-05 21:25:42,2643,https://pbs.twimg.com/profile_images/1364814377/BHARAT-MATA_normal.jpg,602.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key  h…,1.0928970770325545e+18,gab.ai/siddhartha,https://twitter.com/siddhartha_gab,Hyderabad
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 21:22:46,142,https://pbs.twimg.com/profile_images/1085401697852239873/w_72H4Rt_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0928963388308726e+18,CODING MONK!,https://twitter.com/nirvananerves,Hyderabad
damit Another proof Is Sonia Gandhi,2019-02-05 21:22:40,58,https://pbs.twimg.com/profile_images/990549918979944448/2uLPsiwe_normal.jpg,0.0,neutral,"damit @priyankac19 @sambitswaraj @AMISHDEVGAN @News18India @INCIndia @RahulGandhi Another proof

Is Sonia Gandhi… https://t.co/ir0jGWsg37",1.0928963109975122e+18,true indian & real Patriotic,https://twitter.com/petriotic7,Bengaluru
damit भैय य दे लेन औ गोब पात्,2019-02-05 21:14:57,58,https://pbs.twimg.com/profile_images/990549918979944448/2uLPsiwe_normal.jpg,0.0,neutral,damit @priyankac19 @sambitswaraj @AMISHDEVGAN @News18India @INCIndia @RahulGandhi भैया ये देख लेना और गोबर पात्… https://t.co/iYm239yBRz,1.0928943682168586e+18,true indian & real Patriotic,https://twitter.com/petriotic7,Bengaluru
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 21:12:02,427,https://pbs.twimg.com/profile_images/1087047286444584960/ErbtntGU_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928936346205471e+18,Anjaneya,https://twitter.com/Anjaney08668635,Bengaluru
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 21:07:48,314,https://pbs.twimg.com/profile_images/545106147674701824/vVR6cC9C_normal.jpeg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0928925721947218e+18,Kunal Sharma,https://twitter.com/172263bff5c8473,Mumbai
ld love to see a version of this featuring some Gandhi any of Rahul Priyanka or Sonia 😏😂😂😂,2019-02-05 21:06:33,1741,https://pbs.twimg.com/profile_images/1078915669909921793/zU-84YGM_normal.jpg,1.0,positive,"ld love to see a version of this featuring some Gandhi - any of Rahul, Priyanka or Sonia 😏😂😂😂😂 https://t.co/9Qr5BhOR8S",1.0928922580958863e+18,Arfa Khanum Pajaama,https://twitter.com/hamskat,Hyderabad
I Indian National Congress Private Limited. Owners Gandhi Family Chairman Sonia Gandhi CMD Rahul Gandhi CEO:,2019-02-05 21:03:52,123,https://pbs.twimg.com/profile_images/1092009529326264321/ZMq4bgXS_normal.jpg,1.0,negative,"I Indian National Congress Private Limited.
Owners: Gandhi Family
Chairman: Sonia Gandhi
CMD: Rahul Gandhi
CEO:… https://t.co/I1seBPjnYw",1.0928915828297114e+18,Hound,https://twitter.com/Vaibhav86148802,Kolkata
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 21:03:44,9361,https://pbs.twimg.com/profile_images/986179749700497409/S5lsIJKS_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928915490615173e+18,Ashok Singh,https://twitter.com/TheAshokSingh,Mumbai
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 21:02:29,1183,https://pbs.twimg.com/profile_images/1078753879624421377/316rXH2k_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928912334947533e+18,अजिंक्य सुर्यवंशी,https://twitter.com/BJPForBharat_,Hyderabad
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 20:57:21,16117,https://pbs.twimg.com/profile_images/1090510468186202112/Lw9iSN0w_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928899407093965e+18,Santosh Bhardwaj,https://twitter.com/_SKBhardwaj,Kolkata
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key h…,2019-02-05 20:51:41,45,https://pbs.twimg.com/profile_images/1063177574312960004/J5yZfVYj_normal.jpg,602.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key  h…,1.0928885149648404e+18,Papu Dutta,https://twitter.com/DuttaPapu,Delhi
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 20:50:25,832,https://pbs.twimg.com/profile_images/1067492984432746497/H4REtrj9_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928881955518464e+18,rajag24,https://twitter.com/rajag24,Mumbai
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 20:44:41,547,https://pbs.twimg.com/profile_images/1087629475095883777/eQkUWCdv_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0928867528873697e+18,handler,https://twitter.com/4leerandomthots,Delhi
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 20:41:52,612,https://pbs.twimg.com/profile_images/929730344164630529/URJgv3y2_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928860452371333e+18,Ravi Bagri FCA,https://twitter.com/ravibagri,Hyderabad
This Video of Sonia Gandhi has a different fan base all together,2019-02-05 20:41:45,507,https://pbs.twimg.com/profile_images/1088895636114526208/YzwnaWMH_normal.jpg,120.0,negative,@LaliGanguli: This Video of Sonia Gandhi has a different fan base all together ! https://t.co/M9xBCMuhMp,1.0928860134147564e+18,Sanath Sonu 🇮🇳,https://twitter.com/ub_Sanath,Bengaluru
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 20:37:34,132,https://pbs.twimg.com/profile_images/1090671348437925893/mUim83i5_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0928849642641654e+18,suhas chaphalkar,https://twitter.com/SuhasChaphalkar,Bengaluru
Listen what Sonia Gandhi had said about Mamata Banerjee &amp her Trinamool Congress and their way of functioning in West Bengal…,2019-02-05 20:32:23,185,https://pbs.twimg.com/profile_images/636408873570684928/O7XTINlZ_normal.jpg,365.0,neutral,"@mvmeet: Listen what Sonia Gandhi had said about Mamata Banerjee 
&amp; her Trinamool Congress and their way of functioning in West Bengal…",1.0928836568828723e+18,Bharat Parikh,https://twitter.com/BharatParikh30,Kolkata
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 20:25:24,25,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.0928818987606303e+18,Ashwani,https://twitter.com/Ashwani06790021,Bengaluru
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key h…,2019-02-05 20:24:09,373,https://pbs.twimg.com/profile_images/1061551266298392576/3ahAPTne_normal.jpg,602.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key  h…,1.092881584326271e+18,Raja Nair B,https://twitter.com/rajanair79,Mumbai
Sonia Gandhi Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko? Priyanka Gandhi Green. Rahu…,2019-02-05 20:23:09,269,https://pbs.twimg.com/profile_images/940590216158605312/Sk-ycODQ_normal.jpg,152.0,negative,"@itsdhruvism: Sonia Gandhi: Chacha Nehru ne aazadi ke waqt konse color ki shirt pehni thi pata hai aapko?

Priyanka Gandhi: Green.

Rahu…",1.092881333586604e+18,Sachin Joshi,https://twitter.com/IndiaAndMe07,Delhi
milvengai2018,2019-02-05 20:17:27,100,https://pbs.twimg.com/profile_images/1087177484058140672/Mc4hXljr_normal.jpg,0.0,neutral,milvengai2018 @MaanamullaTamiz @ThiliphanT @naiyaandinaina @suresh15876832 @DAVVEERA @maduraipillai… https://t.co/hz9cMEBaQf,1.0928798978009088e+18,swamy saranam,https://twitter.com/m198029,Kolkata
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 20:17:07,373,https://pbs.twimg.com/profile_images/1061551266298392576/3ahAPTne_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928798144138076e+18,Raja Nair B,https://twitter.com/rajanair79,Delhi
_peggg Rahul Gandhi is on Bail Sonia Gandhi is on Bail Robert Vadra is on Bail Vijay Mallya is coming back Christian Michel is…,2019-02-05 20:15:39,1535,https://pbs.twimg.com/profile_images/620510049874501632/AriBnRsZ_normal.jpg,20.0,neutral,"@patiala_peggg: Rahul Gandhi is on Bail
Sonia Gandhi is on Bail 
Robert Vadra is on Bail
Vijay Mallya is coming back
Christian Michel is…",1.0928794465357988e+18,Madhu,https://twitter.com/AmWithModi,Mumbai
Listen what Sonia Gandhi had said about Mamata Banerjee &amp her Trinamool Congress and their way of functioning in West Bengal…,2019-02-05 20:11:42,1175,https://pbs.twimg.com/profile_images/1093771556675899392/d1qrKms0_normal.jpg,365.0,neutral,"@mvmeet: Listen what Sonia Gandhi had said about Mamata Banerjee 
&amp; her Trinamool Congress and their way of functioning in West Bengal…",1.0928784519823852e+18,ᴛʜᴀᴋᴜʀ ᴊɪᴛᴇsʜ sɪɴɢʜ,https://twitter.com/jiteshsingh99,Bengaluru
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key h…,2019-02-05 20:11:07,652,https://pbs.twimg.com/profile_images/529974540751740929/efdRHwF2_normal.jpeg,602.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key  h…,1.0928783041498276e+18,Raju Karambelkar,https://twitter.com/K7363Raju,Mumbai
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 20:09:16,652,https://pbs.twimg.com/profile_images/529974540751740929/efdRHwF2_normal.jpeg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928778410231357e+18,Raju Karambelkar,https://twitter.com/K7363Raju,Hyderabad
"at damage2country,root cause of all scams-frauds been Dalal media in last 15yrs,they ""eaten away""country with th",2019-02-05 20:07:10,541,https://pbs.twimg.com/profile_images/604009481354129408/bWADtwPN_normal.jpg,0.0,neutral,"at damage2country,root cause of all scams-frauds been Dalal media in last 15yrs,they ""eaten away""country with th… https://t.co/Ioh3OuwtRp",1.0928773107289743e+18,Uma Kant Singh,https://twitter.com/umakantsingh_IN,Mumbai
National Herald case cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,2019-02-05 20:03:13,315,https://pbs.twimg.com/profile_images/717586958952833024/Of1aP7Eb_normal.jpg,646.0,neutral,@Swamy39: National Herald case – cross-examination of Subramanian Swamy by Sonia Gandhi and Rahul Gandhi’s lawyer begins on a low key ht…,1.0928763184825508e+18,निरंजन बिश्वाल,https://twitter.com/BiswalImagine,Delhi
If Priyanka vadra is Priyanka Gandhi vadra then Sonia Gandhi should be Sonia maino Gandhi,2019-02-05 19:49:02,91,https://pbs.twimg.com/profile_images/1076426151403405312/3c4f2-d9_normal.jpg,1.0,neutral,@bhanuswaroop1: If Priyanka vadra is Priyanka Gandhi vadra then Sonia Gandhi should be Sonia maino Gandhi,1.092872746449752e+18,Kumar Sen,https://twitter.com/KumarSe72338987,Kolkata
This Video of Sonia Gandhi has a different fan base all together,2019-02-05 19:48:27,272,https://pbs.twimg.com/profile_images/1093861001886220293/0u8dHuDg_normal.jpg,120.0,negative,@LaliGanguli: This Video of Sonia Gandhi has a different fan base all together ! https://t.co/M9xBCMuhMp,1.0928725996994437e+18,pravin shirke🇮🇳,https://twitter.com/pravinshirke,Kolkata
Indira Gandhi Sanjay Gandhi Rajiv Gandhi &amp Sonia Gandhi,2019-02-05 19:46:23,777,https://pbs.twimg.com/profile_images/632702152402599937/1YkOAjPX_normal.jpg,164.0,neutral,"@rachitseth: Indira Gandhi, Sanjay Gandhi, Rajiv Gandhi &amp; Sonia Gandhi https://t.co/XBp3hN48ZG",1.0928720814258463e+18,syed afzal hussain,https://twitter.com/syedafzalhussa2,Bengaluru
